S/N,Warehouse,Order date,Delivery date,Customer,Zipcode
5583,Washington,3/29/2022 10:00,04/12/2022 14:01,120552,15243
5584,McKees Rocks,3/29/2022 11:20,3/31/2022 14:30,111231,15234
5585,Washington,3/29/2022 12:16,3/30/2022 12:48,116198,15102
5586,Washington,3/29/2022 13:07,3/30/2022 14:05,104144,15205
5587,McKees Rocks,3/29/2022 13:44,3/31/2022 12:34,105317,15214
5588,Washington,3/29/2022 13:47,3/30/2022 15:12,8054,15201
5589,Washington,3/29/2022 17:01,04/04/2022 16:32,8674,15330
5590,Pittsburgh Mills,3/29/2022 17:19,3/31/2022 11:15,80630,15044
5591,Washington,3/29/2022 17:53,3/30/2022 15:06,117619,15201
5592,Pittsburgh Mills,3/29/2022 21:25,3/31/2022 16:51,112124,15102
5593,Butler,3/29/2022 21:31,3/31/2022 17:33,82185,15226
5594,Pittsburgh Mills,3/29/2022 21:34,3/31/2022 17:12,103097,15236
5595,Butler,3/29/2022 21:37,04/01/2022 09:58,120862,15201
5596,McKees Rocks,3/29/2022 21:41,3/31/2022 17:11,103097,15236
5597,Beaver,3/29/2022 21:41,04/05/2022 10:33,71198,15226
5598,Washington,3/29/2022 21:48,3/30/2022 13:26,58077,15017
5599,Butler,3/29/2022 21:48,04/04/2022 10:06,214,15220
5600,Butler,3/29/2022 21:51,3/31/2022 14:59,45583,15301
5601,Butler,3/29/2022 22:02,04/05/2022 10:25,121022,15136
5602,Butler,3/29/2022 22:06,3/31/2022 11:22,89586,15044
5603,Butler,3/29/2022 22:15,3/31/2022 12:25,43669,15237
5604,Butler,3/29/2022 22:52,3/31/2022 11:42,2087,15090
5605,Washington,3/29/2022 23:18,3/30/2022 13:48,119479,15106
5606,Pittsburgh Mills,3/29/2022 4:47,04/01/2022 11:21,77463,15301
5607,Butler,3/29/2022 7:50,3/29/2022 12:00,60316,15090
5608,Butler,3/29/2022 9:44,04/04/2022 10:38,110712,15243
5609,Washington,3/30/2021 23:15,3/31/2021 15:35,14982,15216
5610,Washington,3/30/2021 23:18,3/31/2021 15:23,6109,15243
5611,Butler,3/30/2021 9:31,3/31/2021 15:20,13442,15220
5612,McKees Rocks,3/30/2022 0:07,3/31/2022 13:56,119479,15106
5613,Washington,3/30/2022 10:41,3/31/2022 16:38,87400,15102
5614,Butler,3/30/2022 21:03,3/31/2022 17:52,74199,15216
5615,McKees Rocks,3/30/2022 21:05,04/01/2022 10:21,106228,15237
5616,Butler,3/30/2022 21:13,04/04/2022 14:35,10599,15321
5617,Pittsburgh Mills,3/30/2022 21:17,04/04/2022 17:49,73196,15236
5618,McKees Rocks,3/30/2022 21:20,3/31/2022 13:56,119479,15106
5619,Washington,3/30/2022 22:20,3/31/2022 18:09,84948,15211
5620,Washington,3/30/2022 23:49,04/01/2022 10:48,118388,15237
5621,Butler,3/30/2022 23:50,3/31/2022 11:57,118388,15237
5622,McKees Rocks,3/30/2022 3:23,3/31/2022 11:58,118388,15237
5623,Washington,3/30/2022 3:24,3/31/2022 11:58,118388,15237
5624,Pittsburgh Mills,3/30/2022 4:34,04/01/2022 11:20,77463,15301
5625,McKees Rocks,3/30/2022 6:20,3/31/2022 14:42,11326,15228
5626,Butler,3/30/2022 7:32,3/31/2022 13:31,91505,15205
5627,Butler,3/30/2022 7:39,3/31/2022 13:57,119455,15106
5628,Butler,3/30/2022 7:48,3/31/2022 13:39,56800,15205
5629,Washington,3/30/2022 8:04,3/31/2022 17:47,110987,15216
5630,McKees Rocks,3/30/2022 8:10,3/31/2022 13:45,51434,15106
5631,Butler,3/30/2022 8:20,04/01/2022 11:03,116225,15301
5632,Butler,3/30/2022 8:40,3/31/2022 12:45,47165,15233
5633,Washington,3/30/2022 8:56,3/31/2022 16:08,56434,15317
5634,McKees Rocks,3/30/2022 9:40,3/31/2022 16:31,830,15102
5635,Butler,3/30/2022 9:44,04/01/2022 11:05,47136,15237
5636,Butler,3/31/2021 12:01,04/01/2021 15:28,8240,15317
5637,Washington,3/31/2021 18:13,04/01/2021 15:28,9000,15241
5638,Washington,3/31/2021 4:41,3/31/2021 15:23,12392,15017
5639,Butler,3/31/2021 6:16,3/31/2021 15:23,232,15301
5640,Washington,3/31/2021 8:16,04/01/2021 15:28,13565,15102
5641,McKees Rocks,3/31/2022 10:05,04/05/2022 09:34,1882,15235
5642,Washington,3/31/2022 10:10,04/04/2022 08:58,7417,15210
5643,Washington,3/31/2022 10:12,04/04/2022 11:08,121279,15106
5644,McKees Rocks,3/31/2022 10:45,04/01/2022 12:08,51434,15106
5645,Butler,3/31/2022 11:51,04/05/2022 11:18,118074,15106
5646,Butler,3/31/2022 11:53,04/06/2022 11:58,118388,15237
5647,McKees Rocks,3/31/2022 15:53,04/04/2022 12:21,23210,15120
5648,Washington,3/31/2022 16:54,04/01/2022 12:31,61702,15342
5649,McKees Rocks,3/31/2022 16:59,04/04/2022 09:10,115935,15227
5650,Washington,3/31/2022 20:04,04/04/2022 10:18,56800,15205
5651,Butler,3/31/2022 21:57,04/04/2022 18:48,119479,15106
5652,Pittsburgh Mills,3/31/2022 22:02,04/04/2022 12:28,111608,15120
5653,McKees Rocks,3/31/2022 22:05,04/04/2022 12:30,111608,15120
5654,Pittsburgh Mills,3/31/2022 22:08,04/05/2022 09:57,26575,15227
5655,Pittsburgh Mills,3/31/2022 22:09,04/04/2022 18:46,119479,15106
5656,Butler,3/31/2022 22:15,04/05/2022 12:22,45583,15301
5657,Butler,3/31/2022 22:50,04/04/2022 16:46,694,15332
5658,Pittsburgh Mills,3/31/2022 22:51,04/04/2022 16:47,694,15332
5659,McKees Rocks,3/31/2022 22:55,04/04/2022 09:09,118388,15237
5660,Washington,3/31/2022 22:55,04/01/2022 14:02,118388,15237
5661,Washington,3/31/2022 23:47,04/01/2022 15:45,97642,15206
5662,McKees Rocks,3/31/2022 3:44,3/31/2022 13:21,36939,15220
5663,Washington,3/31/2022 5:58,04/01/2022 11:30,68772,15301
5664,Butler,3/31/2022 6:59,3/31/2022 11:41,2087,15090
5665,Washington,3/31/2022 7:00,04/01/2022 13:49,2087,15090
5666,Butler,3/31/2022 7:34,3/31/2022 14:06,118074,15106
5667,Pittsburgh Mills,3/31/2022 7:48,04/04/2022 14:19,2817,15321
5668,Washington,3/31/2022 7:49,04/04/2022 14:25,2817,15241
5669,Beaver,3/31/2022 7:50,04/04/2022 14:29,2817,15241
5670,Butler,3/31/2022 7:51,04/04/2022 14:24,2817,15241
5671,Pittsburgh Mills,3/31/2022 7:57,04/04/2022 09:57,110987,15216
5672,Butler,3/31/2022 8:13,04/05/2022 16:39,23210,15120
5673,Washington,3/31/2022 9:43,04/07/2022 11:53,830,15102
5674,McKees Rocks,4/13/2021 20:12,4/14/2021 16:55,3570,15241
5675,McKees Rocks,4/13/2021 21:40,4/14/2021 16:55,8240,15317
5676,Washington,4/13/2021 22:08,4/14/2021 17:36,14165,15205
5677,Washington,4/13/2021 5:57,4/13/2021 14:08,10905,15044
5678,Washington,4/13/2021 7:14,4/13/2021 12:45,15617,15317
5679,Butler,4/13/2022 10:04,4/14/2022 17:20,30138,15210
5680,Beaver,4/13/2022 11:41,4/15/2022 13:36,15617,15317
5681,Washington,4/13/2022 11:54,4/16/2022 12:27,50151,15207
5682,Pittsburgh Mills,4/13/2022 12:18,4/19/2022 15:26,17562,15237
5683,Pittsburgh Mills,4/13/2022 16:31,4/21/2022 17:24,131294,15203
5684,Pittsburgh Mills,4/13/2022 20:21,4/15/2022 11:22,63539,15208
5685,Pittsburgh Mills,4/13/2022 20:54,4/16/2022 14:16,9032,15241
5686,Washington,4/13/2022 21:39,4/16/2022 13:27,18194,15234
5687,Butler,4/13/2022 21:40,4/16/2022 13:27,18194,15234
5688,Butler,4/13/2022 21:48,4/16/2022 14:15,9032,15241
5689,BD to MR,4/13/2022 21:48,4/16/2022 15:53,37122,15237
5690,Butler,4/13/2022 21:57,4/15/2022 12:50,111608,15120
5691,Butler,4/13/2022 21:59,4/16/2022 13:47,103536,15228
5692,Butler,4/13/2022 22:12,4/16/2022 12:56,24151,15236
5693,Pittsburgh Mills,4/13/2022 22:13,4/16/2022 12:57,24151,15236
5694,Beaver,4/13/2022 23:11,4/15/2022 11:49,44513,15106
5695,Washington,4/13/2022 7:35,4/13/2022 16:54,116860,15216
5696,Pittsburgh Mills,4/13/2022 7:57,4/13/2022 11:58,95607,15223
5697,Washington,4/13/2022 8:48,4/16/2022 13:42,57742,15234
5698,Butler,4/13/2022 9:31,4/16/2022 14:21,2817,15241
5699,Washington,4/13/2022 9:31,4/16/2022 14:36,2817,15241
5700,Pittsburgh Mills,4/13/2022 9:32,4/16/2022 14:36,2817,15241
5701,McKees Rocks,4/14/2021 14:32,4/15/2021 12:56,3570,15241
5702,Butler,4/14/2021 22:01,4/15/2021 12:41,2956,15241
5703,Butler,4/14/2021 22:07,4/15/2021 13:23,15449,15228
5704,Butler,4/14/2021 23:23,4/15/2021 14:14,203,15301
5705,Butler,4/14/2022 1:57,4/15/2022 9:37,125917,15218
5706,Pittsburgh Mills,4/14/2022 10:03,4/16/2022 14:33,2817,15241
5707,McKees Rocks,4/14/2022 10:03,4/19/2022 15:19,2817,15241
5708,Washington,4/14/2022 10:04,4/16/2022 14:36,2817,15241
5709,Butler,4/14/2022 10:04,4/19/2022 15:19,2817,15241
5710,Pittsburgh Mills,4/14/2022 10:05,4/18/2022 10:18,116225,15301
5711,Pittsburgh Mills,4/14/2022 10:25,4/16/2022 14:58,103966,15367
5712,Butler,4/14/2022 11:28,4/19/2022 12:56,1777,15317
5713,Pittsburgh Mills,4/14/2022 12:23,4/15/2022 11:40,18127,15221
5714,Butler,4/14/2022 12:36,4/20/2022 14:38,60175,15205
5715,Pittsburgh Mills,4/14/2022 12:41,4/16/2022 16:35,33489,15237
5716,Butler,4/14/2022 14:55,4/19/2022 11:45,103536,15228
5717,Beaver,4/14/2022 21:41,4/19/2022 15:10,9032,15241
5718,Butler,4/14/2022 22:02,4/19/2022 9:19,17971,15106
5719,Butler,4/14/2022 22:31,4/18/2022 16:49,123377,15232
5720,Pittsburgh Mills,4/14/2022 22:46,4/18/2022 15:58,132375,15044
5721,McKees Rocks,4/14/2022 22:50,4/18/2022 15:59,132375,15044
5722,Butler,4/14/2022 23:10,4/22/2022 16:36,694,15332
5723,Pittsburgh Mills,4/14/2022 23:33,4/16/2022 16:06,118864,15237
5724,Washington,4/14/2022 3:47,4/16/2022 13:13,129120,15236
5725,Butler,4/14/2022 3:52,4/16/2022 13:11,129120,15236
5726,McKees Rocks,4/14/2022 3:54,4/16/2022 13:11,129120,15236
5727,Washington,4/14/2022 5:11,4/15/2022 15:59,120552,15243
5728,Pittsburgh Mills,4/14/2022 5:54,4/15/2022 15:17,42199,15017
5729,Washington,4/14/2022 5:54,4/15/2022 15:17,42199,15017
5730,Butler,4/14/2022 7:57,4/15/2022 13:21,1485,15317
5731,McKees Rocks,4/14/2022 8:39,4/19/2022 10:13,47165,15233
5732,Beaver,4/14/2022 8:45,4/19/2022 8:24,111415,15120
5733,Washington,4/14/2022 9:09,4/16/2022 14:07,2956,15241
5734,Pittsburgh Mills,4/14/2022 9:22,4/15/2022 11:40,99368,15221
5735,Washington,4/15/2021 15:53,4/16/2021 16:08,12846,15106
5736,McKees Rocks,4/15/2021 16:00,4/16/2021 13:46,3570,15241
5737,Washington,4/15/2021 18:04,4/16/2021 15:06,13171,15317
5738,Washington,4/15/2021 20:27,4/16/2021 15:52,15449,15228
5739,Washington,4/15/2021 20:52,4/16/2021 16:58,3139,15044
5740,Washington,4/15/2021 21:27,4/16/2021 15:12,13565,15102
5741,Pittsburgh Mills,4/15/2022 0:00,4/15/2022 15:44,120344,15017
5742,Washington,4/15/2022 10:24,4/19/2022 9:28,51434,15106
5743,McKees Rocks,4/15/2022 10:40,4/19/2022 13:05,1485,15317
5744,Washington,4/15/2022 16:03,4/19/2022 12:35,564,15317
5745,McKees Rocks,4/15/2022 16:33,4/19/2022 9:09,118074,15106
5746,Washington,4/15/2022 21:57,4/19/2022 8:19,111608,15120
5747,Butler,4/15/2022 22:05,4/20/2022 12:04,37122,15237
5748,Washington,4/15/2022 22:12,4/18/2022 15:44,108015,15044
5749,Beaver,4/15/2022 22:40,4/19/2022 12:06,12386,15236
5750,Washington,4/15/2022 22:43,4/19/2022 15:10,9032,15241
5751,Beaver,4/15/2022 23:21,4/19/2022 9:10,118074,15106
5752,Butler,4/15/2022 7:51,4/19/2022 9:54,15428,15205
5753,Pittsburgh Mills,4/15/2022 8:05,4/19/2022 9:42,119479,15106
5754,Beaver,4/15/2022 8:08,4/19/2022 13:22,13512,15301
5755,Washington,4/16/2021 21:27,4/19/2021 15:20,12392,15017
5756,Washington,4/16/2022 0:28,4/19/2022 14:38,132834,15241
5757,Beaver,4/16/2022 1:18,4/19/2022 14:33,114211,15017
5758,Beaver,4/16/2022 10:18,4/22/2022 16:35,694,15332
5759,Butler,4/16/2022 10:19,4/22/2022 16:35,694,15332
5760,Washington,4/16/2022 11:13,4/19/2022 11:17,104112,15226
5761,Washington,4/16/2022 12:11,4/21/2022 10:16,18127,15221
5762,Pittsburgh Mills,4/16/2022 13:12,4/18/2022 15:55,132375,15044
5763,Beaver,4/16/2022 13:54,4/19/2022 14:59,34151,15241
5764,Washington,4/16/2022 18:25,4/19/2022 9:42,119479,15106
5765,Washington,4/16/2022 20:10,4/19/2022 11:27,118935,15226
5766,Washington,4/16/2022 6:55,4/19/2022 12:06,12386,15236
5767,Butler,4/16/2022 8:55,4/18/2022 21:11,10905,15044
5768,Beaver,4/16/2022 9:25,4/19/2022 8:00,94376,15120
5769,McKees Rocks,4/16/2022 9:34,4/19/2022 11:35,134307,15226
5770,Butler,4/16/2022 9:57,4/19/2022 7:15,31436,15217
5771,Washington,4/17/2022 20:19,4/19/2022 8:09,21665,15120
5772,Butler,4/17/2022 20:19,4/19/2022 7:51,95121,15120
5773,Washington,4/18/2022 10:30,4/19/2022 15:59,120164,15216
5774,Butler,4/18/2022 12:11,4/26/2022 15:53,3567,15301
5775,Butler,4/18/2022 19:12,4/20/2022 13:51,132375,15044
5776,McKees Rocks,4/18/2022 22:36,4/19/2022 14:52,2640,15241
5777,Pittsburgh Mills,4/18/2022 22:49,4/20/2022 14:29,91505,15205
5778,Butler,4/18/2022 22:49,4/20/2022 14:31,91505,15205
5779,Washington,4/18/2022 23:23,4/19/2022 18:03,91364,15217
5780,McKees Rocks,4/18/2022 23:24,4/19/2022 18:02,91364,15217
5781,McKees Rocks,4/18/2022 8:45,4/19/2022 15:19,2817,15241
5782,Butler,4/18/2022 8:45,4/20/2022 18:00,2817,15241
5783,Washington,4/18/2022 8:46,4/19/2022 15:20,2817,15241
5784,Butler,4/19/2021 11:45,4/20/2021 14:59,11326,15228
5785,Washington,4/19/2021 13:09,4/20/2021 15:00,11326,15228
5786,Washington,4/19/2021 21:28,4/20/2021 14:31,10120,15301
5787,Butler,4/19/2021 21:41,4/20/2021 14:31,14650,15102
5788,Butler,4/19/2021 22:08,4/20/2021 14:31,13512,15301
5789,Butler,4/19/2021 23:07,4/20/2021 16:10,1761,15227
5790,Beaver,4/19/2022 1:09,4/22/2022 19:37,132311,15208
5791,Pittsburgh Mills,4/19/2022 1:15,4/19/2022 17:48,132311,15208
5792,Pittsburgh Mills,4/19/2022 1:28,4/20/2022 19:44,65249,15213
5793,Butler,4/19/2022 10:26,4/20/2022 16:59,95610,15317
5794,Washington,4/19/2022 10:44,4/20/2022 16:35,102113,15317
5795,McKees Rocks,4/19/2022 11:20,4/20/2022 11:31,56954,15202
5796,Butler,4/19/2022 12:13,4/20/2022 18:15,103782,15241
5797,Pittsburgh Mills,4/19/2022 12:45,4/26/2022 19:41,11396,15220
5798,Beaver,4/19/2022 12:45,4/26/2022 19:43,11396,15220
5799,McKees Rocks,4/19/2022 13:03,4/21/2022 14:30,18271,15122
5800,Pittsburgh Mills,4/19/2022 13:32,4/21/2022 17:32,101565,15203
5801,Pittsburgh Mills,4/19/2022 14:07,4/19/2022 18:07,30229,15217
5802,McKees Rocks,4/19/2022 14:31,4/21/2022 15:01,23210,15120
5803,Pittsburgh Mills,4/19/2022 16:07,4/21/2022 17:48,52668,15219
5804,Butler,4/19/2022 16:09,4/20/2022 11:51,89298,15237
5805,Pittsburgh Mills,4/19/2022 16:45,4/23/2022 13:20,14165,15205
5806,Butler,4/19/2022 19:06,4/21/2022 13:09,95189,15017
5807,Washington,4/19/2022 21:53,4/20/2022 19:12,72532,15220
5808,Washington,4/19/2022 21:58,4/20/2022 20:00,31436,15217
5809,Washington,4/19/2022 22:09,4/20/2022 17:34,564,15317
5810,McKees Rocks,4/19/2022 22:11,4/20/2022 20:00,30229,15217
5811,Butler,4/19/2022 22:12,4/21/2022 13:34,63657,15102
5812,Beaver,4/19/2022 22:22,4/23/2022 11:54,11209,15220
5813,McKees Rocks,4/19/2022 22:38,4/20/2022 19:05,105986,15220
5814,Washington,4/19/2022 22:47,4/21/2022 13:40,31017,15102
5815,McKees Rocks,4/19/2022 23:12,4/20/2022 16:26,32905,15342
5816,Washington,4/19/2022 23:20,4/21/2022 14:06,88942,15236
5817,Butler,4/19/2022 23:30,4/20/2022 19:44,69087,15213
5818,McKees Rocks,4/19/2022 23:51,4/20/2022 12:17,100151,15237
5819,Pittsburgh Mills,4/19/2022 4:22,4/20/2022 18:45,14982,15216
5820,Pittsburgh Mills,4/19/2022 5:31,4/20/2022 10:33,119778,15214
5821,Butler,4/19/2022 5:39,4/20/2022 18:55,39766,15220
5822,Pittsburgh Mills,4/19/2022 6:15,4/21/2022 9:53,136496,15221
5823,Pittsburgh Mills,4/19/2022 6:29,4/21/2022 11:45,93243,15220
5824,Butler,4/19/2022 7:07,4/20/2022 18:26,24338,15228
5825,McKees Rocks,4/19/2022 7:33,4/19/2022 11:09,51930,15226
5826,Butler,4/19/2022 8:01,4/21/2022 15:02,23210,15120
5827,Washington,4/19/2022 8:02,4/20/2022 17:18,44480,15367
5828,Washington,4/19/2022 8:03,4/21/2022 15:04,23210,15120
5829,Butler,4/19/2022 9:44,4/20/2022 14:51,68392,15205
5830,Butler,4/20/2021 19:43,4/21/2021 16:48,14295,15102
5831,Butler,4/20/2021 19:54,4/21/2021 17:50,1761,15227
5832,Washington,4/20/2021 20:01,4/21/2021 16:52,13565,15102
5833,Washington,4/20/2021 22:22,4/21/2021 16:48,8240,15317
5834,Butler,4/20/2021 22:22,4/21/2021 16:48,8240,15317
5835,McKees Rocks,4/20/2021 22:23,4/21/2021 16:48,8240,15317
5836,Butler,4/20/2021 5:03,4/21/2021 16:48,7679,15044
5837,Butler,4/20/2022 1:48,4/20/2022 19:44,65249,15213
5838,Butler,4/20/2022 10:11,4/26/2022 14:50,11098,15055
5839,Butler,4/20/2022 11:12,4/23/2022 12:55,55982,15106
5840,Butler,4/20/2022 11:33,4/22/2022 17:57,117651,15017
5841,McKees Rocks,4/20/2022 12:35,4/21/2022 13:54,830,15102
5842,Washington,4/20/2022 15:04,4/23/2022 13:06,104144,15205
5843,McKees Rocks,4/20/2022 15:37,4/21/2022 16:32,120550,15221
5844,McKees Rocks,4/20/2022 16:37,4/21/2022 14:30,18271,15122
5845,Washington,4/20/2022 21:19,4/22/2022 18:13,12392,15017
5846,Pittsburgh Mills,4/20/2022 21:27,4/21/2022 15:21,92121,15217
5847,McKees Rocks,4/20/2022 21:29,4/22/2022 9:02,42852,15237
5848,McKees Rocks,4/20/2022 21:32,4/21/2022 18:26,65249,15213
5849,Pittsburgh Mills,4/20/2022 21:55,4/21/2022 14:49,95952,15120
5850,McKees Rocks,4/20/2022 22:03,4/22/2022 15:22,40516,15317
5851,McKees Rocks,4/20/2022 22:14,4/21/2022 16:09,90957,15221
5852,McKees Rocks,4/20/2022 22:15,4/21/2022 15:48,138182,15217
5853,Pittsburgh Mills,4/20/2022 22:15,4/21/2022 15:49,138182,15217
5854,Butler,4/20/2022 22:22,4/23/2022 13:54,111415,15120
5855,McKees Rocks,4/20/2022 22:23,4/21/2022 14:42,111415,15120
5856,Butler,4/20/2022 22:24,4/22/2022 17:29,75320,15102
5857,McKees Rocks,4/20/2022 22:26,4/21/2022 13:25,75320,15102
5858,McKees Rocks,4/20/2022 23:30,4/21/2022 12:24,56954,15202
5859,McKees Rocks,4/20/2022 6:11,4/21/2022 11:45,93243,15220
5860,Butler,4/20/2022 6:45,4/20/2022 19:05,105986,15220
5861,Pittsburgh Mills,4/20/2022 7:39,4/25/2022 9:54,1882,15235
5862,Pittsburgh Mills,4/20/2022 7:57,4/22/2022 17:39,2817,15241
5863,Butler,4/20/2022 7:57,4/20/2022 17:59,2817,15241
5864,McKees Rocks,4/20/2022 7:58,4/20/2022 18:00,2817,15241
5865,Washington,4/20/2022 7:58,4/20/2022 17:59,2817,15241
5866,Butler,4/20/2022 9:22,4/22/2022 15:05,11565,15317
5867,Washington,4/21/2021 22:01,4/22/2021 14:49,14650,15102
5868,Pittsburgh Mills,4/21/2022 11:18,4/22/2022 19:19,30229,15217
5869,Washington,4/21/2022 12:01,4/22/2022 19:49,125917,15218
5870,McKees Rocks,4/21/2022 18:59,4/22/2022 16:11,564,15317
5871,Beaver,4/21/2022 19:00,4/22/2022 16:09,564,15317
5872,Washington,4/21/2022 19:03,4/22/2022 16:11,564,15317
5873,Pittsburgh Mills,4/21/2022 19:03,4/22/2022 16:11,564,15317
5874,Butler,4/21/2022 19:06,4/22/2022 17:47,9032,15241
5875,Beaver,4/21/2022 19:08,4/23/2022 11:28,110049,15226
5876,McKees Rocks,4/21/2022 21:52,4/22/2022 19:18,31436,15217
5877,Butler,4/21/2022 21:52,4/23/2022 11:38,23907,15216
5878,Washington,4/21/2022 21:55,4/22/2022 19:50,125948,15218
5879,Beaver,4/21/2022 22:00,4/22/2022 19:26,138182,15217
5880,McKees Rocks,4/21/2022 22:01,4/22/2022 19:26,138182,15217
5881,Washington,4/21/2022 22:05,4/22/2022 17:46,9032,15241
5882,Butler,4/21/2022 22:13,4/22/2022 17:17,88123,15102
5883,McKees Rocks,4/21/2022 22:38,4/22/2022 15:43,56434,15317
5884,Pittsburgh Mills,4/21/2022 23:01,4/22/2022 12:56,119778,15214
5885,Pittsburgh Mills,4/21/2022 5:58,4/22/2022 9:29,132375,15044
5886,Washington,4/21/2022 7:05,4/22/2022 15:43,56434,15317
5887,Butler,4/21/2022 7:29,4/22/2022 13:07,47165,15233
5888,Butler,4/21/2022 8:04,4/23/2022 12:33,118074,15106
5889,McKees Rocks,4/21/2022 9:22,4/26/2022 9:57,132375,15044
5890,McKees Rocks,4/21/2022 9:26,4/22/2022 15:34,95610,15317
5891,Butler,4/22/2021 14:45,4/23/2021 16:44,15985,15220
5892,Butler,4/22/2021 21:16,4/23/2021 16:44,15449,15228
5893,Butler,4/22/2021 21:41,4/23/2021 16:44,15658,15106
5894,McKees Rocks,4/22/2021 23:09,4/26/2021 17:38,12386,15236
5895,Butler,4/22/2021 23:19,4/23/2021 17:01,14982,15216
5896,Butler,4/22/2021 6:44,4/22/2021 11:31,15658,15106
5897,Butler,4/22/2022 0:11,4/22/2022 16:35,694,15332
5898,Butler,4/22/2022 11:29,4/26/2022 14:00,56800,15205
5899,Beaver,4/22/2022 11:51,4/26/2022 20:28,98234,15217
5900,Butler,4/22/2022 12:01,4/26/2022 20:28,98234,15217
5901,Washington,4/22/2022 17:01,4/25/2022 20:01,106320,15145
5902,Butler,4/22/2022 18:06,4/26/2022 14:28,45903,15017
5903,Washington,4/22/2022 23:12,4/25/2022 16:51,564,15317
5904,Butler,4/22/2022 23:13,4/26/2022 17:37,564,15317
5905,Beaver,4/22/2022 23:13,4/26/2022 17:49,564,15317
5906,McKees Rocks,4/22/2022 23:25,4/25/2022 17:24,9032,15241
5907,Butler,4/22/2022 6:50,4/25/2022 17:48,2956,15241
5908,Pittsburgh Mills,4/22/2022 6:51,4/25/2022 17:48,2956,15241
5909,Beaver,4/22/2022 7:06,4/23/2022 14:01,139453,15120
5910,Butler,4/22/2022 7:23,4/22/2022 17:39,2817,15241
5911,Washington,4/22/2022 7:24,4/22/2022 17:39,2817,15241
5912,Washington,4/22/2022 8:31,4/25/2022 19:18,139370,15120
5913,Beaver,4/22/2022 8:35,4/26/2022 16:06,9529,15301
5914,Pittsburgh Mills,4/22/2022 8:57,4/25/2022 18:50,23210,15120
5915,McKees Rocks,4/22/2022 9:18,4/26/2022 15:20,95610,15317
5916,Butler,4/23/2021 21:14,4/26/2021 17:45,14295,15102
5917,McKees Rocks,4/23/2021 22:02,4/26/2021 17:03,12846,15106
5918,Butler,4/23/2022 0:00,4/26/2022 19:16,14650,15102
5919,Butler,4/23/2022 1:41,4/26/2022 14:22,39766,15220
5920,Butler,4/23/2022 10:35,4/26/2022 15:47,125917,15218
5921,Washington,4/23/2022 11:04,4/25/2022 18:22,36819,15226
5922,Washington,4/23/2022 12:41,4/26/2022 14:15,11209,15220
5923,Washington,4/23/2022 14:11,4/27/2022 19:16,11658,15129
5924,Butler,4/23/2022 17:29,4/27/2022 19:55,113032,15120
5925,Pittsburgh Mills,4/23/2022 2:22,4/25/2022 18:52,95121,15120
5926,McKees Rocks,4/23/2022 7:51,4/26/2022 14:59,8240,15317
5927,Washington,4/23/2022 7:51,4/26/2022 15:17,140411,15207
5928,Butler,4/23/2022 7:52,4/26/2022 15:16,140411,15207
5929,Washington,4/23/2022 9:21,4/26/2022 14:30,72532,15220
5930,McKees Rocks,4/24/2021 13:56,4/26/2021 17:03,3570,15241
5931,Pittsburgh Mills,4/24/2022 14:36,4/25/2022 19:17,139370,15120
5932,Pittsburgh Mills,4/24/2022 17:13,4/25/2022 11:30,119778,15214
5933,Pittsburgh Mills,4/24/2022 18:46,4/25/2022 15:15,57755,15301
5934,Washington,4/24/2022 19:53,4/26/2022 18:31,2842,15317
5935,Butler,4/24/2022 21:19,4/26/2022 15:52,3567,15301
5936,Washington,4/24/2022 21:57,4/28/2022 16:02,11565,15317
5937,Butler,4/24/2022 22:09,4/27/2022 18:30,102937,15102
5938,Pittsburgh Mills,4/24/2022 22:14,4/25/2022 17:09,102937,15102
5939,Washington,4/24/2022 22:24,4/25/2022 17:09,102937,15102
5940,McKees Rocks,4/24/2022 22:25,4/27/2022 18:30,102937,15102
5941,Pittsburgh Mills,4/25/2022 17:00,4/27/2022 13:44,11396,15220
5942,Beaver,4/25/2022 17:00,4/26/2022 19:43,11396,15220
5943,Butler,4/25/2022 17:00,4/26/2022 19:43,11396,15220
5944,Washington,4/25/2022 17:01,4/26/2022 19:43,11396,15220
5945,McKees Rocks,4/25/2022 17:01,4/26/2022 19:42,11396,15228
5946,Pittsburgh Mills,4/25/2022 18:07,4/28/2022 17:21,3567,15301
5947,Washington,4/25/2022 19:20,4/26/2022 19:05,2956,15241
5948,Beaver,4/25/2022 20:44,4/26/2022 13:48,15985,15220
5949,Pittsburgh Mills,4/25/2022 20:45,4/28/2022 11:39,15985,15220
5950,Pittsburgh Mills,4/25/2022 22:02,4/27/2022 15:57,38847,15017
5951,McKees Rocks,4/25/2022 22:13,4/26/2022 14:07,119479,15106
5952,Beaver,4/25/2022 22:14,4/26/2022 14:08,119479,15106
5953,Washington,4/25/2022 22:28,4/27/2022 17:29,11957,15301
5954,Butler,4/25/2022 22:33,4/26/2022 14:42,23907,15216
5955,McKees Rocks,4/25/2022 22:37,4/26/2022 15:09,130672,15317
5956,Pittsburgh Mills,4/25/2022 22:40,4/27/2022 18:10,564,15317
5957,Pittsburgh Mills,4/25/2022 22:43,4/27/2022 12:48,137482,15224
5958,Beaver,4/25/2022 22:44,4/26/2022 17:46,564,15317
5959,McKees Rocks,4/25/2022 22:44,4/26/2022 17:53,564,15317
5960,Washington,4/25/2022 22:45,4/26/2022 17:31,564,15317
